Year;Tm;Player;Age;PER;TS%;TRB%;AST%;STL%
2013;OKC;Perry Jones;21;7.8;0.417;12.7;5.5;0.9
2013;MIL;Doron Lamb;21;3;0.384;3.3;10.6;1.3
2013;HOU;Terrence Jones;21;17.1;0.512;13.4;8.6;2.2
2013;CHI;Daequan Cook;25;4;0.366;8.9;5.2;0.4
2013;MEM;Tony Wroten;19;9.3;0.461;6.1;25.2;1.6
2013;PHI;Kwame Brown;30;8.8;0.452;15.5;4.7;1.2
2013;ATL;Shelvin Mack;22;12.3;0.577;5.1;26.3;1.7
2013;GSW;Kent Bazemore;23;11.3;0.454;4.5;13.1;3.2
2013;DET;Corey Maggette;33;7.9;0.489;5.6;11.4;1.2
2013;CLE;Donald Sloan;25;9.9;0.455;6.3;22;1
2013;DAL;Troy Murphy;32;9.1;0.494;10.7;3.8;2
2013;NYK;Marcus Camby;38;8.6;0.342;18.7;8.1;1.5
2013;HOU;Thomas Robinson;21;12;0.454;17.7;6.2;3.2
2013;PHO;Hamed Haddadi;27;11.2;0.479;21;5.2;1.1
2013;TOR;Dominic McGuire;27;7.5;0.462;12.4;6.4;1.2
2013;DAL;Derek Fisher;38;8.7;0.513;3.6;19.5;1.1
2013;CHA;DeSagana Diop;31;6.6;0.292;12.9;8.5;1.2
2013;DET;Viacheslav Kravtsov;25;14.4;0.618;11.6;6.6;1.2
2013;MIA;James Jones;32;8.1;0.478;6.1;8.4;0.5
2013;BRK;Tyshawn Taylor;22;6.2;0.43;4.8;15.9;3.2
2013;UTA;Jeremy Evans;25;19.9;0.641;15.8;8;2
2013;HOU;Cole Aldrich;24;7.3;0.532;15.2;4.1;0.7
2013;NOH;Louis Amundson;30;11.7;0.449;16.5;5.8;2.3
2013;PHI;Jeremy Pargo;26;8.4;0.478;4.6;20.4;0.3
2013;MIN;Josh Howard;32;9.5;0.45;9.9;3.2;2.5
2013;LAL;Robert Sacre;23;3.4;0.407;9.2;4.3;0
2013;IND;Ben Hansbrough;25;7.2;0.501;5;16.1;1.9
2013;BOS;Shavlik Randolph;29;15.9;0.559;20.9;3.3;2.1
2013;LAL;Devin Ebanks;23;6.3;0.411;11.5;7.8;0.8
2013;CLE;Samardo Samuels;24;6.2;0.411;8.3;6.3;0.8
2013;ORL;Hedo Turkoglu;33;3.4;0.288;7.8;17.2;1.9
2013;TOR;Sebastian Telfair;27;10.7;0.416;5.1;32.5;2.6
2013;SAC;Cole Aldrich;24;15.7;0.598;20.7;2.6;0.6
2013;HOU;Daequan Cook;25;8.8;0.456;6.2;9.1;1.8
2013;PHI;Maalik Wayns;21;1.8;0.356;1.7;18.4;1
2013;MIL;Gustavo Ayon;27;16.6;0.539;19.4;11.6;2.8
2013;MIN;Louis Amundson;30;6.3;0.342;16.7;2.8;2.2
2013;MIL;Drew Gooden;31;7.7;0.382;11;6.1;1.7
2013;PHI;Charles Jenkins;23;8.6;0.377;4.1;15.7;2.1
2013;PHO;Diante Garrett;24;9;0.375;5.7;31.3;3.4
2013;OKC;Jeremy Lamb;20;11.2;0.479;7;5.4;0.7
2013;NOH;Dominic McGuire;27;9.1;0.434;11.5;9.1;3
2013;CHI;Vladimir Radmanovic;32;6.3;0.372;11.2;8.6;3
2013;OKC;Ronnie Brewer;27;9.1;0.283;16.2;9.4;3.3
2013;PHI;Justin Holiday;23;7.6;0.408;5.6;16;1.1
2013;SAS;Aron Baynes;26;8.8;0.521;13.1;5.2;0.4
2013;WAS;Shelvin Mack;22;10.4;0.453;6.3;26.3;2.2
2013;MIL;Ish Smith;24;12.1;0.442;5.8;32.7;2.9
2013;MIN;Brandon Roy;28;8.3;0.368;6.6;28.8;1.3
2013;WAS;Earl Barron;31;6.9;0.357;19.5;3.9;2.1
2013;ORL;Al Harrington;32;10.3;0.434;12.8;13.7;1.8
2013;ATL;Jannero Pargo;33;9.7;0.45;3.5;25.4;1.4
2013;NOH;Terrel Harris;25;-6.8;0.126;9.4;8.9;1
2013;OKC;Daniel Orton;22;14;0.493;14.3;5.7;2
2013;MEM;Chris Johnson;22;10.7;0.56;6.4;3.1;2.1
2013;WAS;Jannero Pargo;33;0.2;0.319;3.3;21;0
2013;BRK;Josh Childress;29;7;0.32;8.9;7.3;1.1
2013;MEM;Jon Leuer;23;17.2;0.628;14.8;5.3;2.3
2013;SAS;James Anderson;23;13;0.587;8.6;13.9;1.6
2013;BRK;Tornike Shengelia;21;8.5;0.499;14.6;5.1;1.7
2013;CLE;Jon Leuer;23;3.3;0.359;8.3;8.5;1.1
2013;MEM;Hamed Haddadi;27;7.4;0.343;16.3;6.9;0.6
2013;BOS;D.J. White;26;14.7;0.538;8.9;7.5;0.6
2013;MEM;Keyon Dooling;32;11.2;0.644;0.7;15.6;0.7
2013;DAL;Anthony Morrow;27;10.9;0.545;2.7;8.3;0.6
2013;CLE;Chris Quinn;29;1.3;0.296;1.5;16.3;2
2013;IND;Danny Granger;29;4;0.35;6.8;6.9;1.4
2013;MIL;Joel Przybilla;33;3.3;0.205;16.6;7.6;0.7
2013;GSW;Jeremy Tyler;21;6.1;0.413;14.9;2.5;0.8
2013;DAL;Chris Douglas-Roberts;26;8.3;0.462;4.4;8.9;1.6
2013;MEM;Josh Selby;21;0.1;0.373;5;10.5;1.8
2013;PHO;Luke Zeller;25;5.6;0.365;9.8;8.4;0
2013;IND;Miles Plumlee;24;8.8;0.286;22.3;5.7;0
2013;WAS;Jason Collins;34;2.9;0.291;8.2;5.2;1.9
2013;UTA;Kevin Murphy;22;-4.5;0.268;4.5;6.1;1
2013;MIA;Juwan Howard;39;9.9;0.54;9.7;19.8;0
2013;MIA;Jarvis Varnado;24;-4.1;0.333;9.2;6.5;0
2013;HOU;Aaron Brooks;28;5.6;0.385;3;23.1;1.3
2013;LAC;Maalik Wayns;21;19.5;0.563;3.2;30.9;4.3
2013;NYK;Earl Barron;31;15.4;0.37;28.5;8.7;0
2013;CHI;Malcolm Thomas;24;16.7;0.558;17.5;9.3;3
2013;BOS;Fab Melo;22;4.9;0.451;4.9;0;2.9
2013;SAC;Tyler Honeycutt;22;1.9;0.337;18;9.1;0
2013;CHA;Cory Higgins;23;12.6;0.352;5.4;29.8;4.9
2013;MIA;Josh Harrellson;23;8.5;0.506;13.9;0;1.7
2013;MIN;Lazar Hayward;26;11.2;0.396;7.4;14.2;3.3
2013;BRK;Kris Joseph;24;3.7;0.21;3.9;0;5.4
2013;MIA;Terrel Harris;25;7.2;0.434;19.1;9.5;0
2013;NYK;Quentin Richardson;32;0.7;0.21;20.2;4.8;0
2013;DEN;Julyan Stone;24;11.4;0.931;6;9.3;1.8
2013;DEN;Quincy Miller;20;5.9;0.349;4.3;16.8;1.9
2013;NYK;Solomon Jones;28;-5.7;0;6.8;0;0
2013;DAL;Jared Cunningham;21;14.8;0.538;6.4;6.8;2
2013;GSW;Brandon Rush;27;11.9;0.678;2.2;14.5;0
2013;DAL;Eddy Curry;30;-0.2;0.461;8.9;0;0
2013;BOS;Kris Joseph;24;-3.2;0.274;12.3;6.2;0
2013;HOU;Scott Machado;22;6;0.581;2.7;44.2;4.8
2013;GSW;Malcolm Thomas;24;8.8;0.543;13.1;12.1;0
2013;MEM;Dexter Pittman;24;-7.7;0.137;14.8;0;0
2013;MIN;Will Conroy;30;-15.2;0.051;2.9;0;0
2013;BOS;Jarvis Varnado;24;12.8;0.521;9.8;8.6;2.9
2013;MIA;Dexter Pittman;24;17;0.6;35.9;0;0
2013;HOU;Tim Ohlbrecht;24;-6.1;0.436;4.7;11.8;4.2
2013;IND;Dominic McGuire;27;-6;0;9.3;11.5;0
2013;DAL;Josh Akognon;26;15.3;0.625;6.2;19.4;0
2013;LAC;DaJuan Summers;25;4.3;0.25;17;21.7;0
2013;NOH;Hakim Warrick;30;28.8;0.694;0;0;7.7
2013;PHI;Shelvin Mack;22;-6.4;0.5;0;22.6;0
2013;LAL;Darius Johnson-Odom;23;-6.7;0;36.7;21.7;0
2013;LAL;Andrew Goudelock;24;-6.4;0;9.2;0;0
2013;NOH;Donald Sloan;25;-3.3;0;0;22.3;0
2013;CHA;Matt Carroll;32;2.9;0;0;23.4;0
2013;ATL;Jeremy Tyler;21;8.5;0;34.3;0;0
2013;BOS;Darko Milicic;27;-30.2;0;11.8;0;0
2013;NOH;Henry Sims;22;29.2;0.667;23.8;0;0
2013;DAL;Justin Dentmon;27;-19.4;0;0;0;0
2013;DAL;Chris Wright;23;-1.9;0.5;0;0;0
2013;CHI;Louis Amundson;30;0;0;28.7;0;0
2014;OKC;Kevin Durant;25;29.8;0.635;10.8;26.7;1.7
2014;DAL;Monta Ellis;28;16.8;0.532;5.6;24.8;2.4
2014;TOR;DeMar DeRozan;24;18.4;0.532;6.6;18.9;1.5
2014;NYK;Carmelo Anthony;29;24.4;0.561;12.3;15.8;1.7
2014;WAS;John Wall;23;19.5;0.524;6.5;40.5;2.6
2014;POR;Nicolas Batum;25;15.8;0.589;11.1;20.9;1.3
2014;POR;Damian Lillard;23;18.6;0.568;5.3;25.1;1.1
2014;MIA;LeBron James;29;29.3;0.649;11.5;32;2.2
2014;IND;Paul George;23;20.1;0.555;10.5;17.9;2.7
2014;LAC;DeAndre Jordan;25;18.2;0.63;21.6;3.7;1.4
2014;GSW;Klay Thompson;23;14.3;0.555;4.7;10.2;1.3
2014;LAC;Blake Griffin;24;23.9;0.583;14.7;19.2;1.6
2014;TOR;Kyle Lowry;27;20.1;0.567;7.5;34.7;2.2
2014;GSW;Stephen Curry;25;24.1;0.61;6.4;39.9;2.2
2014;CHI;Joakim Noah;28;20;0.531;18.2;26.4;1.9
2014;BOS;Jeff Green;27;13.1;0.52;7.7;8.4;1
2014;UTA;Gordon Hayward;23;16.2;0.52;8;24.1;2.1
2014;MIN;Kevin Love;25;26.9;0.591;18.7;21.4;1
2014;HOU;Chandler Parsons;25;15.9;0.565;8.2;17.3;1.6
2014;POR;Wesley Matthews;27;15.7;0.588;5.6;10.9;1.4
2014;HOU;James Harden;24;23.5;0.618;6.9;27.3;2.1
2014;IND;Lance Stephenson;23;14.7;0.564;11.4;22.1;1
2014;DET;Josh Smith;28;14.1;0.463;10.4;15;1.9
2014;DET;Brandon Jennings;24;15.6;0.486;4.9;34.4;1.9
2014;WAS;Trevor Ariza;28;15.8;0.59;10.1;10.8;2.4
2014;PHI;Thaddeus Young;25;16.6;0.512;9.5;11.8;3
2014;MEM;Zach Randolph;32;18.3;0.51;17.4;12.7;1.1
2014;DET;Greg Monroe;23;18.1;0.531;15.4;10.3;1.7
2014;PHO;Goran Dragic;27;21.4;0.604;5.2;28.1;2
2014;OKC;Serge Ibaka;24;19.6;0.576;15;5.2;0.7
2014;WAS;Marcin Gortat;29;17.6;0.568;16.7;8.4;0.8
2014;MIN;Ricky Rubio;23;15.4;0.491;7.1;37.8;3.6
2014;DAL;Dirk Nowitzki;35;23.6;0.603;10.9;14.2;1.4
2014;DET;Andre Drummond;20;22.6;0.599;22.3;2.2;2
2014;CHA;Kemba Walker;23;16.8;0.499;6.6;29.7;1.7
2014;MIN;Corey Brewer;27;12.7;0.55;4.3;7.9;2.9
2014;POR;Robin Lopez;25;17.7;0.605;14.5;4.2;0.5
2014;CLE;Tristan Thompson;22;14.9;0.528;16.3;4.5;0.8
2014;CHI;Jimmy Butler;24;13.5;0.522;7.2;11.1;2.6
2014;CHI;Mike Dunleavy;33;12.6;0.549;7.6;12.3;1.3
2014;BRK;Joe Johnson;32;15.5;0.564;6.3;15;1
2014;LAL;Jodie Meeks;26;14.7;0.601;4.1;8.5;2.1
2014;CHA;Al Jefferson;29;22.7;0.532;17.5;12.8;1.4
2014;ORL;Arron Afflalo;28;16;0.574;5.8;16.9;0.7
2014;ATL;Jeff Teague;25;17.1;0.541;4.7;35.1;1.8
2014;MIA;Chris Bosh;29;19;0.597;13;5.8;1.7
2014;WAS;Bradley Beal;20;14.3;0.507;6.3;16;1.4
2014;POR;LaMarcus Aldridge;28;21.8;0.507;16.5;13;1.3
2014;SAC;Isaiah Thomas;24;20.5;0.574;4.7;32.2;1.9
2014;CLE;Kyrie Irving;21;20.1;0.533;5.8;31.6;2.2
2014;PHO;P.J. Tucker;28;13.3;0.54;11.9;8.1;2.2
2014;ORL;Victor Oladipo;21;13.6;0.514;7.5;21.9;2.7
2014;DEN;Randy Foye;30;13.3;0.558;5;17.7;1.3
2014;ATL;Paul Millsap;28;19.8;0.545;14.6;16.2;2.6
2014;IND;David West;33;17.5;0.533;12.3;16.1;1.3
2014;DAL;Jose Calderon;32;15.2;0.596;4.5;22.4;1.4
2014;CHA;Gerald Henderson;26;13.1;0.507;7.1;13.9;1.1
2014;MIL;Khris Middleton;22;12.5;0.541;7.2;11.7;1.8
2014;MEM;Mike Conley;26;20;0.545;5.2;30.1;2.4
2014;IND;George Hill;27;13.4;0.563;6.5;17.2;1.6
2014;NYK;J.R. Smith;28;14;0.527;7.2;15.1;1.4
2014;PHI;Michael Carter-Williams;22;15.5;0.48;9.8;30.2;2.6
2014;IND;Roy Hibbert;27;13.5;0.499;12.5;6.2;0.6
2014;DAL;Shawn Marion;35;13.7;0.537;11.9;7.6;1.9
2014;ATL;Kyle Korver;32;13.5;0.653;6.8;13.3;1.5
2014;MIL;Brandon Knight;22;16.5;0.523;6.1;26.6;1.5
2014;HOU;Dwight Howard;28;21.3;0.6;20.1;9.3;1.2
2014;CHA;Josh McRoberts;26;13.8;0.548;8.9;21.9;1.3
2014;NOP;Anthony Davis;20;26.5;0.582;16.6;8;2
2014;CHI;Taj Gibson;28;16;0.524;13.5;7.3;0.9
2014;ATL;DeMarre Carroll;27;13.9;0.575;10;8.9;2.3
2014;DET;Kyle Singler;25;11.8;0.574;7.1;4.7;1.3
2014;PHO;Gerald Green;28;16.5;0.585;6.6;8.6;1.5
2014;PHO;Channing Frye;30;13.2;0.555;10.1;6.4;1.3
2014;PHI;James Anderson;24;10.9;0.53;7;9.9;1.6
2014;SAC;DeMarcus Cousins;23;26.1;0.555;20.4;17.8;2.4
2014;GSW;David Lee;30;19.1;0.566;15.3;10.9;1
2014;TOR;Jonas Valanciunas;21;16.1;0.579;18.2;4.2;0.5
2014;OKC;Reggie Jackson;23;15.4;0.527;7.8;23.1;1.9
2014;BOS;Brandon Bass;28;15;0.549;11.8;6.4;0.8
2014;UTA;Trey Burke;21;12.6;0.473;5.3;29.4;1
2014;CLE;Jarrett Jack;30;11.5;0.498;5.6;22.7;1.3
2014;LAL;Wesley Johnson;26;11;0.522;8.3;8.2;1.9
2014;DEN;Ty Lawson;26;19;0.554;5.2;38.2;2.2
2014;TOR;Amir Johnson;26;15.4;0.592;13.3;8.7;1.3
2014;UTA;Richard Jefferson;33;11.8;0.573;5.7;9.6;1.3
2014;GSW;Harrison Barnes;21;9.8;0.486;7.7;7.6;1.5
2014;UTA;Derrick Favors;22;19;0.556;16.7;7.3;1.8
2014;UTA;Alec Burks;22;15.8;0.547;6.8;16.9;1.7
2014;SAC;Ben McLemore;20;7.7;0.485;6.1;5.8;1
2014;ORL;Jameer Nelson;31;13.9;0.515;6;35.1;1.2
2014;MIA;Mario Chalmers;27;14;0.567;6.2;24.3;2.9
2014;DEN;Kenneth Faried;24;19.8;0.573;16.9;7.5;1.6
2014;MIN;Kevin Martin;30;16.3;0.553;5.1;9.2;1.5
2014;LAC;Chris Paul;28;25.9;0.58;6.9;48.9;3.5
2014;TOR;Terrence Ross;22;12;0.553;6.8;6.1;1.5
2014;SAS;Tim Duncan;37;21.3;0.535;18.8;16;1
2014;WAS;Martell Webster;27;11.5;0.591;6;6.7;1
2014;PHO;Markieff Morris;24;18.4;0.564;12.6;10.9;1.6
2014;CHI;Carlos Boozer;32;14.4;0.489;16.8;10.9;1.3
2014;UTA;Enes Kanter;21;15.6;0.523;16.1;6.4;0.7
2014;CHI;Kirk Hinrich;33;10.8;0.494;5.2;22.6;2
2014;BRK;Paul Pierce;36;16.8;0.595;9.9;14.5;2.2
2014;LAC;Jamal Crawford;33;17.3;0.556;4.2;17.4;1.4
2014;HOU;Terrence Jones;22;19.1;0.577;14.1;7;1.3
2014;CLE;Dion Waiters;22;14;0.508;5.3;18.2;1.6
2014;LAC;Darren Collison;26;16.2;0.575;5;21.9;2.2
2014;BRK;Deron Williams;29;17.6;0.564;4.9;32.8;2.4
2014;NOP;Eric Gordon;25;14.9;0.54;4.7;16.6;1.9
2014;HOU;Jeremy Lin;25;14.3;0.572;5.1;22.3;1.6
2014;NOP;Al-Farouq Aminu;23;13.2;0.516;14.1;8.4;2.1
2014;BOS;Jared Sullinger;21;16.4;0.497;16.7;10.1;0.9
2014;GSW;Andre Iguodala;30;13.7;0.57;7.8;18.2;2.3
2014;NOP;Tyreke Evans;24;18.4;0.504;9.8;30.4;2.2
2014;NYK;Raymond Felton;29;12.9;0.476;5.7;28.1;2.1
2014;SAS;Marco Belinelli;27;15;0.605;6.3;13.2;1.3
2014;MIA;Norris Cole;25;8.8;0.497;5;17.9;2
2014;SAC;Jason Thompson;27;11.1;0.523;14.8;4.1;0.8
2014;SAS;Tony Parker;31;18.9;0.555;4.4;31.7;0.9
2014;SAS;Boris Diaw;31;14.1;0.578;9.3;16.3;1.1
2014;BRK;Shaun Livingston;28;14.5;0.551;7.5;20.1;2.5
2014;DAL;Vince Carter;37;15.9;0.539;8.3;16.5;1.6
2014;MEM;Marc Gasol;29;18.2;0.526;12.7;17.7;1.6
2014;PHO;Miles Plumlee;25;14.6;0.529;17.9;3.3;1.3
2014;NYK;Iman Shumpert;23;9.6;0.48;9.2;9.8;2.5
2014;ORL;Maurice Harkless;20;11.8;0.542;7.7;6.4;2.5
2014;DET;Rodney Stuckey;27;14;0.516;4.7;12.7;1.4
2014;MEM;Tayshaun Prince;33;8.2;0.438;7.1;8.9;1.1
2014;MIA;Ray Allen;38;12.8;0.59;6.7;11.1;1.5
2014;DEN;Wilson Chandler;26;12.4;0.526;8.2;9.3;1.2
2014;SAS;Kawhi Leonard;22;19.4;0.602;12.1;10.4;3
2014;MIL;Giannis Antetokounmpo;19;10.8;0.518;10.2;12.1;1.7
2014;SAC;Rudy Gay;27;19.6;0.567;9.1;16.3;1.8
2014;PHI;Evan Turner;25;13.2;0.504;9.2;17.7;1.4
2014;LAL;Pau Gasol;33;19.3;0.522;16.4;18.7;0.7
2014;NYK;Tim Hardaway;21;12.7;0.554;3.8;5.8;1.2
2014;DEN;J.J. Hickson;25;16.2;0.521;18.3;8.4;1.2
2014;CHI;D.J. Augustin;26;16.8;0.574;3.9;29.3;1.5
2014;MIL;John Henson;23;17.9;0.543;15.3;10.9;1.2
2014;BOS;Avery Bradley;23;12.7;0.51;6.9;8.1;1.7
2014;ORL;Tobias Harris;21;16.5;0.542;13;7.7;1.1
2014;POR;Mo Williams;31;11.8;0.507;4.5;26.7;1.5
2014;ORL;Nikola Vucevic;23;18.8;0.536;19.5;10.2;1.7
2014;LAL;Nick Young;28;16;0.564;4.9;9;1.2
2014;PHO;Marcus Morris;24;14.8;0.552;9.9;7.6;2
2014;CLE;Anderson Varejao;31;17;0.527;19.6;12.2;2
2014;GSW;Draymond Green;23;12.7;0.498;12.4;11.9;2.8
2014;MIA;Dwyane Wade;32;22;0.588;8.5;25.5;2.3
2014;BRK;Alan Anderson;31;9.5;0.525;5.9;7.3;1.4
2014;DEN;Timofey Mozgov;27;16.7;0.584;16.1;5.5;0.7
2014;GSW;Andrew Bogut;29;17;0.61;20.7;9.3;1.3
2014;PHI;Tony Wroten;20;12.9;0.493;7;20.9;2.1
2014;HOU;Patrick Beverley;25;12.4;0.545;6.2;12.8;2.2
2014;PHI;Hollis Thompson;22;9.5;0.57;7.7;6.1;1.5
2014;LAC;Matt Barnes;33;12;0.552;9.3;10.6;1.6
2014;LAC;Jared Dudley;28;8.9;0.541;5.1;8.6;1.2
2014;MEM;Mike Miller;33;12.5;0.619;7.2;11.5;0.8
2014;UTA;Marvin Williams;27;14;0.54;11.5;7.7;1.7
2014;NOP;Brian Roberts;28;13.4;0.529;4.7;22.1;1.3
2014;PHI;Spencer Hawes;25;15.3;0.546;14.7;16.9;0.9
2014;MIN;Nikola Pekovic;28;20.7;0.582;15.3;5.2;0.9
2014;NYK;Tyson Chandler;31;16.4;0.615;18.7;5.5;1.2
2014;SAC;Derrick Williams;22;11.9;0.533;10.1;5.1;1.4
2014;SAS;Danny Green;26;13.9;0.58;7.8;8.9;2
2014;MIN;Dante Cunningham;26;12.6;0.474;11;7.7;1.9
2014;BRK;Andray Blatche;27;18.8;0.532;14.4;12.8;2.4
2014;DAL;Samuel Dalembert;32;16.8;0.605;19.4;3.4;1.3
2014;OKC;Thabo Sefolosha;29;10.4;0.517;7.8;8.3;2.5
2014;DET;Kentavious Caldwell-Pope;20;9.4;0.483;5.4;5;2.4
2014;LAL;Kendall Marshall;22;12.6;0.494;5.3;44.3;1.5
2014;WAS;Nene Hilario;31;16.6;0.53;10.9;16.3;2.1
2014;WAS;Trevor Booker;26;15;0.563;14.1;6.3;1.4
2014;SAS;Manu Ginobili;36;20;0.59;7.3;29;2.3
2014;OKC;Jeremy Lamb;21;13.4;0.522;6.9;11.8;1.8
2014;SAS;Patrick Mills;25;18.7;0.588;6.2;15.3;2.3
2014;ORL;E'Twaun Moore;24;11.1;0.513;5.1;11.8;2
2014;DEN;Evan Fournier;21;10.3;0.533;7.3;11.6;1.1
2014;CHA;Michael Kidd-Gilchrist;20;12;0.516;12.2;5.4;1.5
2014;LAL;Jordan Hill;26;19.3;0.579;19;5.9;0.9
2014;ATL;Shelvin Mack;23;13.2;0.51;6.2;28.8;1.7
2014;ATL;Mike Scott;25;15.3;0.559;11.1;8.9;1
2014;MIL;Ersan Ilyasova;26;13.8;0.486;13.3;8.4;1.6
2014;MIN;Jose Barea;29;11.6;0.471;5.7;32.7;0.9
2014;MEM;Courtney Lee;28;13.5;0.574;5.6;8.7;1.6
2014;MIA;Shane Battier;35;8.7;0.523;5.9;6;1.8
2014;NYK;Amar'e Stoudemire;31;18.8;0.596;12.8;4.2;0.8
2014;ATL;Louis Williams;27;14.2;0.547;5;22.9;1.6
2014;OKC;Derek Fisher;39;10.1;0.542;4.8;11.6;2.5
2014;NOP;Anthony Morrow;28;13.9;0.57;5.7;6.7;1.4
2014;PHO;Eric Bledsoe;24;19.6;0.578;8;27;2.4
2014;BOS;Gerald Wallace;31;10;0.543;8.5;14.9;2.7
2014;CHA;Cody Zeller;21;13.1;0.498;14.1;10.4;1.5
2014;ATL;Elton Brand;34;14;0.561;14.8;8.1;1.4
2014;OKC;Russell Westbrook;25;24.7;0.545;10.5;40.2;3.1
2014;BOS;Kelly Olynyk;22;15.2;0.546;14.8;13.1;1.3
2014;IND;Luis Scola;33;13.4;0.505;15.7;10.4;1
2014;MIA;Chris Andersen;35;18.5;0.683;17.1;2.1;1.2
2014;BRK;Mirza Teletovic;28;14.3;0.559;11.4;7.1;1.1
2014;BOS;Kris Humphries;28;18.2;0.552;16.9;8.2;1.2
2014;ORL;Glen Davis;28;13.7;0.485;11.8;8.8;1.7
2014;OKC;Nick Collison;33;11.8;0.599;12.2;10.9;1.1
2014;CLE;Luol Deng;28;14;0.503;8.4;12;1.4
2014;MEM;Kosta Koufos;24;16.5;0.514;18.4;4.7;1.3
2014;MIL;O.J. Mayo;26;11.2;0.516;5.3;14.6;1.1
2014;NOP;Austin Rivers;21;11.6;0.482;5.6;18.7;1.8
2014;MIL;Zaza Pachulia;29;14;0.502;14.4;16.3;1.8
2014;TOR;Greivis Vasquez;27;14.2;0.537;6.2;29.5;1
2014;LAL;Ryan Kelly;22;12.6;0.548;8.9;10.7;1.2
2014;MIL;Nate Wolters;22;12.7;0.486;6.5;23.3;1.4
2014;CHA;Ramon Sessions;27;14.6;0.509;5.1;26.2;1.3
2014;CHA;Anthony Tolliver;28;11;0.605;7.3;5;0.8
2014;HOU;Omri Casspi;25;12.9;0.528;11.3;10.5;1.7
2014;NYK;Pablo Prigioni;36;13;0.642;5.9;25.6;2.8
2014;TOR;John Salmons;34;7.6;0.472;5.3;12.1;1.4
2014;MEM;Tony Allen;32;15.6;0.531;9.6;11.7;3.8
2014;BRK;Mason Plumlee;23;19;0.67;14.5;8.1;2
2014;CLE;Matthew Dellavedova;23;10.7;0.534;5.4;22.1;1.3
2014;SAS;Tiago Splitter;29;16.5;0.572;16.1;10.1;1.2
2014;NYK;Andrea Bargnani;28;14.5;0.51;10.4;6.1;0.6
2014;DAL;Jae Crowder;23;11.9;0.551;8.9;6.7;2.4
2014;IND;Ian Mahinmi;27;10.2;0.538;11.6;2.9;1.7
2014;CHI;Tony Snell;22;8;0.489;5.7;9.1;1.3
2014;DAL;DeJuan Blair;24;17.3;0.557;17.5;8.9;2.5
2014;UTA;Jeremy Evans;26;16.2;0.549;14.8;6.1;1.8
2014;OKC;Kendrick Perkins;29;6.3;0.474;14.2;7.6;1.1
2014;BOS;Jordan Crawford;25;15.7;0.525;5.7;31;1.5
2014;OKC;Steven Adams;20;11.2;0.541;15.6;4.9;1.7
2014;IND;C.J. Watson;29;13;0.555;4.8;14.4;2.6
2014;ORL;Kyle O'Quinn;23;16.5;0.526;17.3;10.9;1.7
2014;ORL;Andrew Nicholson;24;9.9;0.489;12.3;3.5;0.8
2014;MEM;Nick Calathes;24;12.3;0.506;6.9;26.5;3
2014;DEN;Darrell Arthur;25;9.4;0.459;9.8;8;1.6
2014;PHI;Elliot Williams;24;8.7;0.519;6.1;9.4;1.5
2014;NOP;Jrue Holiday;23;17.1;0.505;7.2;38.9;2.6
2014;BOS;Phil Pressey;22;8.8;0.39;5.3;30.8;3.1
2014;SAC;Marcus Thornton;26;9.7;0.484;6.2;6.6;1.4
2014;TOR;Patrick Patterson;24;16.2;0.559;12.7;9.5;2
2014;BRK;Kevin Garnett;37;13.3;0.467;19.3;12.4;2
2014;LAL;Robert Sacre;24;12.1;0.513;12.5;7;1.1
2014;HOU;Francisco Garcia;32;9.3;0.521;6.3;8.6;1.2
2014;DAL;Brandan Wright;26;23.5;0.695;13.1;4.7;1.5
2014;CHA;Bismack Biyombo;21;13.3;0.606;19.3;1.1;0.3
2014;SAC;Travis Outlaw;29;10.4;0.492;8.9;7;1
2014;DET;Will Bynum;31;14.4;0.502;5.1;32.5;1.9
2014;CLE;Tyler Zeller;24;15.4;0.581;15.1;5.6;0.9
2014;UTA;Diante Garrett;25;7.1;0.459;5.3;17.6;2.1
2014;BOS;Jerryd Bayless;25;12.5;0.514;4.7;20.4;2
2014;CLE;Alonzo Gee;26;8.6;0.491;8.2;6.9;2
2014;CHA;Chris Douglas-Roberts;27;12.2;0.588;6.6;7.9;1.5
2014;NOP;Greg Stiemsma;28;9.7;0.584;13;5;1.8
2014;PHO;Ish Smith;25;11.7;0.438;7.2;26;2.4
2014;BOS;Rajon Rondo;27;15.3;0.461;9.3;47.7;2.1
2014;LAC;J.J. Redick;29;16.6;0.598;4.2;12.6;1.4
2014;CLE;C.J. Miles;26;16;0.569;5.9;9.1;2.4
2014;POR;Dorell Wright;28;11.9;0.524;10.5;9.4;1.2
2014;GSW;Marreese Speights;26;15.2;0.507;16.1;5.3;0.5
2014;TOR;Tyler Hansbrough;28;14.2;0.562;17.1;2.7;1.5
2014;MIA;Rashard Lewis;34;10.7;0.535;7.1;8.5;2.9
2014;HOU;Omer Asik;27;14;0.57;21.7;3.8;0.7
2014;PHI;Lavoy Allen;24;11.9;0.464;15.6;10.2;1.1
2014;ATL;Al Horford;27;22;0.588;14.8;15.2;1.4
2014;MEM;Ed Davis;24;15.9;0.542;16.1;4.5;0.9
2014;MEM;James Johnson;26;18.5;0.552;10.3;18.2;2.3
2014;HOU;Donatas Motiejunas;23;10.7;0.504;13.1;5.5;1
2014;SAS;Jeff Ayres;26;11.1;0.605;15.3;8.6;0.7
